message,target
You dont know you jabo me abi.,0
Gud mrng dear have a nice day,0
Hanging out with my brother and his family,0
"Piggy, r u awake? I bet u're still sleeping. I'm going 4 lunch now...",0
Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs,1
Its a great day. Do have yourself a beautiful one.,0
Should I be stalking u?,0
I dont know ask to my brother. Nothing problem some thing that. Just i told .,0
"OH RITE. WELL IM WITH MY BEST MATE PETE, WHO I WENT OUT WITH 4 A WEEK+ NOW WERE 2GEVA AGAIN. ITS BEEN LONGER THAN A WEEK.",0
U're welcome... Caught u using broken english again...,0
Just sleeping..and surfing,0
No. I meant the calculation is the same. That  &lt;#&gt; units at  &lt;#&gt; . This school is really expensive. Have you started practicing your accent. Because its important. And have you decided if you are doing 4years of dental school or if you'll just do the nmde exam.,0
Dont know you bring some food,0
"Oops - am at my mum's in somerset... Bit far! Back tomo, see you soon x",0
"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)",0
Thank you princess! You are so sexy...,0
Que pases un buen tiempo or something like that,0
U in town alone?,0
Love it! Daddy will make you scream with pleasure! I am going to slap your ass with my dick!,0
"Bloody hell, cant believe you forgot my surname Mr . Ill give u a clue, its spanish and begins with m... ",0
Ok... U enjoy ur shows...,0
Thank you princess! I want to see your nice juicy booty...,0
"Your account has been credited with 500 FREE Text Messages. To activate, just txt the word: CREDIT to No: 80488 T&Cs www.80488.biz",1
"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text",1
Hey pple...$700 or $900 for 5 nights...Excellent location wif breakfast hamper!!!,0
"Ok that would b lovely, if u r sure. Think about wot u want to do, drinkin, dancin, eatin, cinema, in, out, about... Up to u! Wot about ? ",0
I meant as an apology from me for texting you to get me drugs at  &lt;#&gt; at night,0
You can never do NOTHING,0
* FREE* POLYPHONIC RINGTONE Text SUPER to 87131 to get your FREE POLY TONE of the week now! 16 SN PoBox202 NR31 7ZS subscription 450pw,1
Guess who am I?This is the first time I created a web page WWW.ASJESUS.COM read all I wrote. I'm waiting for your opinions. I want to be your friend 1/1,1
I only haf msn. It's yijue@hotmail.com,0
"XXXMobileMovieClub: To use your credit, click the WAP link in the next txt message or click here>> http://wap. xxxmobilemovieclub.com?n=QJKGIGHJJGCBL",1
What's happening with you. Have you gotten a job and have you begun registration for permanent residency,0
"So anyways, you can just go to your gym or whatever, my love *smiles* I hope your ok and having a good day babe ... I miss you so much already",0
"Sir Goodmorning, Once free call me.",0
He's in lag. That's just the sad part but we keep in touch thanks to skype,0
Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send COLLECT to 83600 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,1
Every monday..nxt week vl be completing..,0
"It's fine, imma get a drink or somethin. Want me to come find you?",0
Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX £1.50,1
Btw regarding that we should really try to see if anyone else can be our 4th guy before we commit to a random dude,0
Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 08000930705,1
Will it help if we propose going back again tomorrow,0
"Received, understood n acted upon!",0
"Did you say bold, then torch later. Or one torch and 2bold?",0
Take us out shopping and Mark will distract Isaiah.=D,0
No i am not having not any movies in my laptop,0
Lol where do u come up with these ideas?,0
YO YO YO BYATCH WHASSUP?,0
As per your request 'Maangalyam (Alaipayuthe)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,0
Good morning pookie pie! Lol hope I didn't wake u up,0
No. Thank you. You've been wonderful,0
"Just got part Nottingham - 3 hrs 63miles. Good thing i love my man so much, but only doing 40mph. Hey ho",0
"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out! ",1
K. I will sent it again,0
Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.,0
I will come to ur home now,0
"Hello, my boytoy! I made it home and my constant thought is of you, my love. I hope your having a nice visit but I can't wait till you come home to me ...*kiss*",0
CALL 09090900040 & LISTEN TO EXTREME DIRTY LIVE CHAT GOING ON IN THE OFFICE RIGHT NOW TOTAL PRIVACY NO ONE KNOWS YOUR [sic] LISTENING 60P MIN 24/7MP 0870753331018+,1
"Keep ur problems in ur heart, b'coz nobody will fight for u. Only u &amp; u have to fight for ur self &amp; win the battle. -VIVEKANAND- G 9t.. SD..
ham	Yeah, give me a call if you've got a minute
ham	HI BABE UAWAKE?FEELLIKW SHIT.JUSTFOUND OUT VIA ALETTER THATMUM GOTMARRIED 4thNOV.BEHIND OURBACKS  FUCKINNICE!SELFISH,DEVIOUSBITCH.ANYWAY,IL CALL U""",0
URGENT! We are trying to contact U Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050000460 from land line. Claim J89. po box245c2150pm,1
You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p p£3.99,1
Also track down any lighters you can find,0
You are a winner U have been specially selected 2 receive £1000 or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min (18+) ,1
"Hi ya babe x u 4goten bout me?' scammers getting smart..Though this is a regular vodafone no, if you respond you get further prem rate msg/subscription. Other nos used also. Beware!",1
Oh ya ya. I remember da. .,0
8007 25p 4 Alfie Moon's Children in Need song on ur mob. Tell ur m8s. Txt TONE CHARITY to 8007 for nokias or POLY CHARITY for polys :zed 08701417012 profit 2 charity ,1
Ok. I only ask abt e movie. U wan ktv oso?,0
"Thk shld b can... Ya, i wana go 4 lessons... Haha, can go for one whole stretch...",0
"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.",0
Ü give me some time to walk there.,0
Need a coffee run tomo?Can't believe it's that time of week already,0
How come u got nothing to do?,0
"Hi, wlcome back, did wonder if you got eaten by a lion or something, nothing much",0
"I dun thk i'll quit yet... Hmmm, can go jazz ? Yogasana oso can... We can go meet em after our lessons den... ",0
And smile for me right now as you go and the world will wonder what you are smiling about and think your crazy and keep away from you ... *grins*,0
I'll text you when I drop x off,0
Yes just finished watching days of our lives. I love it.,0
Yup... Ok i go home look at the timings then i msg ü again... Xuhui going to learn on 2nd may too but her lesson is at 8am,0
So why didnt you holla?,0
R u over scratching it?,0
At home by the way,0
Ur HMV Quiz cash-balance is currently £500 - to maximize ur cash-in now send HMV1 to 86688 only 150p/msg,1
"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE",1
Darren was saying dat if u meeting da ge den we dun meet 4 dinner. Cos later u leave xy will feel awkward. Den u meet him 4 lunch lor.,0
Merry christmas to u too annie!,0
"You know, wot people wear. T shirts, jumpers, hat, belt, is all we know. We r at Cribbs",0
Ujhhhhhhh computer shipped out with address to sandiago and parantella lane. Wtf. Poop.,0
"Urgh, coach hot, smells of chip fat! Thanks again, especially for the duvet (not a predictive text word).",0
"Oh really? perform, write a paper, go to a movie AND be home by midnight, huh?",0
I am going to film 2day da. At 6pm. Sorry da.,0
Hey i've booked the 2 lessons on sun liao...,0
Dear Voucher holder Have your next meal on us. Use the following link on your pc 2 enjoy a 2 4 1 dining experiencehttp://www.vouch4me.com/etlp/dining.asp,1
You have 1 new message. Please call 08718738034.,1
Nationwide auto centre (or something like that) on Newport road. I liked them there,0
"Gumby's has a special where a  &lt;#&gt; "" cheese pizza is $2 so I know what we're doin tonight",0
No other Valentines huh? The proof is on your fb page. Ugh I'm so glad I really DIDN'T watch your rupaul show you TOOL!,0
Oh ok i didnt know what you meant. Yep i am baby jontin,0
1st wk FREE! Gr8 tones str8 2 u each wk. Txt NOKIA ON to 8007 for Classic Nokia tones or HIT ON to 8007 for Polys. Nokia/150p Poly/200p 16+,1
"Aight, I'm chillin in a friend's room so text me when you're on the way",0
"Wa, ur openin sentence very formal... Anyway, i'm fine too, juz tt i'm eatin too much n puttin on weight...Haha... So anythin special happened?",0
I'm sorry. I've joined the league of people that dont keep in touch. You mean a great deal to me. You have been a friend at all times even at great personal cost. Do have a great week.|,0
88800 and 89034 are premium phone services call 08718711108,1
U WILL SWITCH YOUR FONE ON DAMMIT!!,0
Hahaha..use your brain dear,0
I'll probably be around mu a lot,0
"not that I know of, most people up here are still out of town",0
I will come tomorrow di,0
I am on the way to ur home,0
Its a part of checking IQ,0
I donno its in your genes or something,0
Did u got that persons story,0
U attend ur driving lesson how many times a wk n which day?,0
twenty past five he said will this train have been to durham already or not coz i am in a reserved seat,0
"Text me when you get off, don't call, my phones having problems",0
Message from . I am at Truro Hospital on ext. You can phone me here. as I have a phone by my side,0
Msgs r not time pass.They silently say that I am thinking of U right now and also making U think of me at least 4 a moment. Gd nt.swt drms @Shesil,0
You are a winner U have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810,1
"Yeah go on then, bored and depressed sittin waitin for phone to ring... Hope the wind drops though, scary",0
Great! I hope you like your man well endowed. I am  &lt;#&gt;  inches...,0
How many times i told in the stage all use to laugh. You not listen aha.,0
"… we r stayin here an extra week, back next wed. How did we do in the rugby this weekend? Hi to and and , c u soon """,0
Santa calling! Would your little ones like a call from Santa Xmas Eve? Call 09077818151 to book you time. Calls1.50ppm last 3mins 30s T&C www.santacalling.com,1
The whole car appreciated the last two! Dad and are having a map reading semi argument but apart from that things are going ok. P.,0
4 oclock at mine. Just to bash out a flat plan.,0
"Yes..but they said its IT.,",0
